"state","bill_id","title","session","lastAction","signed","source","id"
"nd","HB 1167","A BILL for an Act to create and enact a new section to chapter 29‑29.4 of the North Dakota Century Code, relating to remedies for violations of unmanned aerial vehicles; to amend and reenact subsection 1 of section 29‑29.4‑05 of the North Dakota Century Code, relating to prohibited uses for unmanned aerial vehicles; and to provide a penalty.","65","2017-02-21",,"http://www.legis.nd.gov/assembly/65-2017/bill-actions/ba1167.html","NDB00003105"
"la","SB 472","CRIME/PUNISHMENT:  Provides relative to crimes involving the use of an unmanned aircraft system. (gov sig)","2016","2016-05-18",,"http://www.legis.la.gov/Legis/BillInfo.aspx?i=230679","LAB00016460"
"la","HB 335","AGRICULTURE:  Provides for the establishment of an unmanned aerial system registration and licensing fees","2016","2016-05-10",,"http://www.legis.la.gov/Legis/BillInfo.aspx?i=229105","LAB00015520"
"la","SB 124","CRIME/PUNISHMENT:  Creates the crime of criminal trespass by unmanned aircraft. (gov sig)","2016","2016-04-27",,"http://www.legis.la.gov/Legis/BillInfo.aspx?i=229134","LAB00014971"
"la","HB 19","CRIME:  Prohibits use of an unmanned aircraft system to conduct surveillance or collect information about a school, school premises, or correctional facilities","2016","2016-04-25",,"http://www.legis.la.gov/Legis/BillInfo.aspx?i=228483","LAB00014162"
"la","SB 141","CRIME/PUNISHMENT:  Provides relative to crimes involving the use of unmanned aircraft systems. (gov sig)","2016","2016-04-13",,"http://www.legis.la.gov/Legis/BillInfo.aspx?i=229177","LAB00014535"
"la","HB 635","CRIME:  Adds the use of unmanned aircraft systems as elements of certain crimes involving the invasion of privacy (EG INCREASE GF EX See Note)","2016","2016-04-12",,"http://www.legis.la.gov/Legis/BillInfo.aspx?i=229551","LAB00014748"
"la","HB 811","CRIME:  Prohibits and provides criminal penalties for the use of unmanned aircraft in certain areas and for certain purposes (OR SEE FISC NOTE LF EX See Note)","2016","2016-03-14",,"http://www.legis.la.gov/Legis/BillInfo.aspx?i=229780","LAB00015055"
"ga","HB 481","Aviation; unmanned aircraft systems; provide for preemption","2017_18","2017-07-01","2017-05-09 00:00:00","undefinedhttp://webservices.legis.ga.gov/GGAServices/Members/Service.svc?wsdl|http://webservices.legis.ga.gov/GGAServices/Legislation/Service.svc?wsdl|http://www.legis.ga.gov/Legislation/en-US/display/2017_18/50969|","GAB00016964"
"mi","SB 715","Aeronautics; unmanned aerial systems; local ordinances; allow Mackinac Island to regulate unmanned aerial systems. Amends sec. 5 of 2016 PA 436 (MCL 259.305).","2017-2018","2018-05-10",,"http://legislature.mi.gov/doc.aspx?2017-SB-0715","MIB00014435"
"mi","HB 5494","Aeronautics; unmanned aerial systems; criminal responsibility for use of unmanned aerial vehicle; define as an extension of the person. Amends 2016 PA 436 (MCL 259.301 - 259.331) by adding sec. 20.","2017-2018","2018-04-10",,"http://legislature.mi.gov/doc.aspx?2018-HB-5494","MIB00014645"
"mi","HB 5495","Crimes; other; prohibition on using an unmanned aircraft in a manner that interferes with the operations of a key facility; provide for. Amends 1931 PA 328 (MCL 750.1 - 750.568) by adding sec. 45a.","2017-2018","2018-04-10",,"http://legislature.mi.gov/doc.aspx?2018-HB-5495","MIB00014665"
"mi","HB 5498","Criminal procedure; sentencing guidelines; sentencing guidelines for using an unmanned aircraft in a manner that interferes with the operations of a key facility; provide for. Amends sec. 16b, ch. XVII of 1927 PA 175 (MCL 777.16b). TIE BAR WITH: HB 5495'18","2017-2018","2018-04-10",,"http://legislature.mi.gov/doc.aspx?2018-HB-5498","MIB00014677"
"mi","HB 5496","Aeronautics; other; Michigan aeronautics commission; establish duties under the unmanned aircraft systems act. Amends sec. 3 of 2016 PA 436 (MCL 259.303) & adds sec. 30.","2017-2018","2018-04-10",,"http://legislature.mi.gov/doc.aspx?2018-HB-5496","MIB00014685"
"mi","HB 5497","Aeronautics; unmanned aerial systems; definition of public safety officials; expand. Amends sec. 21 of 2016 PA 436 (MCL 259.321).","2017-2018","2018-04-10",,"http://legislature.mi.gov/doc.aspx?2018-HB-5497","MIB00014699"
"mi","SB 921","Crimes; other; prohibition on using an unmanned aircraft in a manner that interferes with the operations of a key facility; provide for. Amends 1931 PA 328 (MCL 750.1 - 750.568) by adding sec. 45a.","2017-2018","2018-03-21",,"http://legislature.mi.gov/doc.aspx?2018-SB-0921","MIB00015135"
"mi","SB 917","Aeronautics; unmanned aerial systems; interference with public safety officials; revise list of included officials. Amends sec. 21 of 2016 PA 436 (MCL 259.321).","2017-2018","2018-03-21",,"http://legislature.mi.gov/doc.aspx?2018-SB-0917","MIB00015136"
"mi","SB 918","Aeronautics; unmanned aerial systems; unmanned aerial systems joint program office (UASJPO); create. Amends sec. 3 of 2016 PA 436 (MCL 259.303) & adds sec. 30.","2017-2018","2018-03-21",,"http://legislature.mi.gov/doc.aspx?2018-SB-0918","MIB00015137"
"mi","SB 920","Crimes; trespassing; prohibition on interference with a key facility by use of an unmanned aerial vehicle; provide for. Amends 2016 PA 436 (MCL 259.301 - 259.331) by adding sec. 21a.","2017-2018","2018-03-21",,"http://legislature.mi.gov/doc.aspx?2018-SB-0920","MIB00015140"
"mi","SB 922","Criminal procedure; sentencing guidelines; sentencing guidelines for using an unmanned aircraft in a manner that interferes with the operations of a key facility; provide for. Amends sec. 16b, ch. XVII of 1927 PA 175 (MCL 777.16b). TIE BAR WITH: SB 0921'18","2017-2018","2018-03-21",,"http://legislature.mi.gov/doc.aspx?2018-SB-0922","MIB00015144"
"mi","SB 919","Aeronautics; unmanned aerial systems; criminal responsibility for use of unmanned aerial vehicle; define as an extension of the person. Amends 2016 PA 436 (MCL 259.301 - 259.331) by adding sec. 20.","2017-2018","2018-03-21",,"http://legislature.mi.gov/doc.aspx?2018-SB-0919","MIB00015147"
"mi","HB 5588","Corrections; other; use of unmanned aircrafts to deliver wireless communication devices into or onto a correctional facility; prohibit. Amends sec. 3a of 1909 PA 17 (MCL 800.283a). TIE BAR WITH: HB 5427'18","2017-2018","2018-02-20",,"http://legislature.mi.gov/doc.aspx?2018-HB-5588","MIB00014844"
"mi","HB 5427","Corrections; other; use of unmanned aerial vehicles to deliver certain items into a correctional facility; prohibit. Amends secs. 1, 1a & 3 of 1909 PA 17 (MCL 800.281 et seq.).","2017-2018","2018-01-18",,"http://legislature.mi.gov/doc.aspx?2018-HB-5427","MIB00014560"
"mi","HB 5118","Aeronautics; unmanned aerial systems; enforcement of federal statutes and laws pertaining to drones by state law enforcement agencies; require negotiation of a memorandum of understanding to allow. Amends 2016 PA 436 (MCL 259.301 - 259.331) by adding sec. 30.","2017-2018","2017-10-18",,"http://legislature.mi.gov/doc.aspx?2017-HB-5118","MIB00014084"
"mi","HB 4249","Aeronautics; unmanned aerial systems; operating unmanned aerial vehicles in violation of act; provide penalties. Amends sec. 23 of 2016 PA 436 (MCL 259.323). TIE BAR WITH: HB 4248'17","2017-2018","2017-02-21",,"http://legislature.mi.gov/doc.aspx?2017-HB-4249","MIB00012428"
"mi","HB 4248","Aeronautics; unmanned aerial systems; operating unmanned aerial vehicles within 1,000 feet of certain government facilities; prohibit. Amends 2016 PA 436 (MCL 259.301 - 259.331) by adding sec. 20. TIE BAR WITH: HB 4249'17","2017-2018","2017-02-21",,"http://legislature.mi.gov/doc.aspx?2017-HB-4248","MIB00012435"
"mi","SB 151","Traffic control; violations; use of unmanned traffic monitoring device for ticketing traffic infractions; prohibit, and prohibit secretary of state from assigning points against individual under certain circumstances. Amends sec. 320a of 1949 PA 300 (MCL 257.320a) & adds sec. 751.","2017-2018","2017-02-09",,"http://legislature.mi.gov/doc.aspx?2017-SB-0151","MIB00012332"
"ky","HB 22","AN ACT relating to public safety. Amend KRS 446.010 to define ""unmanned aircraft system""; create a new section of KRS Chapter 500 to prescribe permitted and prohibited uses of drones; provide exceptions; prohibit use of evidence obtained by a drone in violation of stated prohibitions; authorize that section to be cited as the ""Citizens' Freedom from Unwarranted Surveillance Act""; create a new section of KRS Chapter 501 to clarify criminal liability for offenses committed using a drone; create a new section of KRS Chapter 525 to create the offense of obstructing an emergency responder.","2018RS","2018-03-24",,"http://www.lrc.ky.gov/record/18RS/HB22.htm","KYB00009431"
"ky","SB 42","AN ACT relating to the lawful taking of wildlife. Amend KRS 150.363 to define ""unmanned aircraft systems"" and prohibit the use of unmanned aircraft systems to track, hunt, or harvest wildlife; amend KRS 150.710 to prohibit the use of unmanned aircraft systems to conduct surveillance of persons lawfully engaged in hunting, trapping, or fishing.","2018RS","2018-01-04",,"http://www.lrc.ky.gov/record/18RS/SB42.htm","KYB00009322"
"ky","HB 540","AN ACT relating to aviation safety. Create an new section of KRS Chapter 183 to allow airports to prepare unmanned aircraft facility maps; require the map to be filed with the secretary of the airport board and published on the airport's Web site; require consultation in developing the map with the FAA control tower at an airport, if one exists; restrict the scope of a map to approach surface areas defined by federal regulations; mandate that any such map restricting the operation of unmanned aircraft published by the FAA shall be the unmanned aircraft facility map for that airport; create an new section of KRS Chapter 183 to prohibit the operator of an unmanned aircraft or the operator's supervisor from operating or allowing the operation of an unmanned aircraft in a reckless manner or a manner that would cause an incursion, exempt unmanned aircraft operated from commercial purposes in accordance with FAA regulations; amend KRS 189.011 to define the terms ""operate,"" ""operator,"" ""unmanned aircraft,"" and ""unmanned aircraft facility map""; amend KRS 183.990 to provide penalties.","2017RS","2017-03-30",,"http://www.lrc.ky.gov/record/17RS/HB540.htm","KYB00008963"
"ky","SB 51","AN ACT relating to protection of critical infrastructure. Create a new section of Chapter 183 to create the offense of unlawful use of an unmanned aircraft system; define ""critical infrastructure,"" "" unmanned aircraft,"" and ""unmanned aircraft system""; prohibit the use of an unmanned aircraft system to collect evidence or information about critical infrastructure without prior written consent and make the unlawful use of an unmanned aircraft system for this purpose a Class A or Class B misdemeanor.","2017RS","2017-01-07",,"http://www.lrc.ky.gov/record/17RS/SB51.htm","KYB00008128"
"ne","LB 693","Regulate and create criminal offenses regarding the use of unmanned aircraft systems","105","2018-04-18",,"undefinedhttp://nebraskalegislature.gov/bills/search_by_date.php?SessionDay=2018|http://nebraskalegislature.gov/bills/view_bill.php?DocumentID=33832|","NEB00006616"
"nj","SR 41","Urges FAA to expand restrictions on flights of unmanned aerial vehicles.","218","2018-02-05",,"http://www.njleg.state.nj.us/downloads.asp","NJB00048641"
"nj","AR 103","Urges FAA to expand restrictions on flights of unmanned aerial vehicles.","218","2018-02-01",,"http://www.njleg.state.nj.us/downloads.asp","NJB00048014"
"md","HB 1814","Task Force and Pilot Program to Study the Integration of Unmanned Aircraft Systems Within State and Local Government Public Safety Operations","2018","2018-03-07",,"http://mgaleg.maryland.gov/webmga/frmMain.aspx?id=HB1814&stab=01&pid=billpage&tab=subject3&ys=2018rs","MDB00032010"
"md","SB 1105","Correctional Facilities - Unmanned Aircraft Systems - Proximity","2017","2017-03-24",,"http://mgaleg.maryland.gov/webmga/frmMain.aspx?id=SB1105&stab=01&pid=billpage&tab=subject3&ys=2017rs","MDB00028726"
"md","HB 1229","Correctional Facilities - Unmanned Aircraft Systems - Proximity","2017","2017-02-10",,"http://mgaleg.maryland.gov/webmga/frmMain.aspx?id=HB1229&stab=01&pid=billpage&tab=subject3&ys=2017rs","MDB00028443"
"md","SB 370","Unmanned Aircraft Systems Research, Development, Regulation, and Privacy Act of 2015","2015","2015-05-12","2015-05-12 00:00:00","http://mgaleg.maryland.gov/webmga/frmMain.aspx?id=SB370&stab=01&pid=billpage&tab=subject3&ys=2015rs","MDB00021765"
"md","HB 620","Crimes - Unmanned Aircraft Systems - Unauthorized Surveillance","2015","2015-03-19",,"http://mgaleg.maryland.gov/webmga/frmMain.aspx?id=HB620&stab=01&pid=billpage&tab=subject3&ys=2015rs","MDB00022414"
"sd","SB 22","exempt certain unmanned aircraft systems from the requirement to be registered as aircraft.","2017","2017-03-27",,"http://www.sdlegislature.gov/Legislative_Session/Bills/Bill.aspx?Bill=22&Session=2017","SDB00004585"
"mt","SB 170","Provide civil liability for unmanned aerial vehicle trespass","2017","2017-04-28",,"http://laws.leg.mt.gov/legprd/LAW0203W$BSRV.ActionQuery?P_SESS=20171&P_BLTP_BILL_TYP_CD=&P_BILL_NO=&P_BILL_DFT_NO=LC2204&P_CHPT_NO=&Z_ACTION=Find&P_SBJT_SBJ_CD=&P_ENTY_ID_SEQ=","MTB00004116"
"nc","HB 337","Unmanned Aircraft Systems Law Revisions.","2017","2017-07-21","2017-07-21 00:00:00","http://www.ncleg.net/gascripts/BillLookUp/BillLookUp.pl?Session=2017&BillID=H337&votesToView=all","NCB00010609"
"nm","SB 166","OPERATING UNMANNED AIRCRAFT NEAR PRISON","2018","2018-03-21",,"http://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=166&year=18","NMB00010139"
"nm","SB 348","UNMANNED AIRCRAFT REGULATION","2017","2017-02-27",,"http://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=348&year=17","NMB00009084"
"nv","SB 234","Authorizes the possession and storage of certain unmanned aerial vehicles by law enforcement and certain other persons. (BDR 44-75)","79","2017-06-06",,"http://www.leg.state.nv.us/Session/79th2017/Reports/history.cfm?ID=541","NVB00005086"
"nv","AB 11","Revises provisions governing the operation of unmanned aerial vehicles. (BDR 44-137)","79","2017-05-19","2017-05-19 07:00:00","http://www.leg.state.nv.us/Session/79th2017/Reports/history.cfm?ID=28","NVB00004634"
"nv","SB 234","Authorizes the seizure and storage of certain unmanned aerial vehicles. (BDR 44-75)","79","2017-03-29",,"http://www.leg.state.nv.us/Session/79th2017/Reports/history.cfm?ID=1037","NVB00005637"
"ms","HB 1142","Unmanned aircraft system; prohibit use of near correctional facilities.","2018","2018-02-27",,"undefinedhttp://billstatus.ls.state.ms.us/documents/2018/pdf/HB/1100-1199/HB1142PS.pdf|http://billstatus.ls.state.ms.us/2018/pdf/House_authors/Kinkade.xml|http://billstatus.ls.state.ms.us/2018/pdf//history/HB/HB1142.xml|","MSB00035704"
"ms","HB 1220","Unmanned aircrafts; prohibit counties and municipalities from regulating for certain purposes.","2018","2018-01-30",,"undefinedhttp://billstatus.ls.state.ms.us/documents/2018/pdf/HB/1200-1299/HB1220IN.pdf|http://billstatus.ls.state.ms.us/2018/pdf/House_authors/Touchstone.xml|http://billstatus.ls.state.ms.us/2018/pdf//history/HB/HB1220.xml|","MSB00035924"
"ms","SB 2569","Local governments; preempt authority to regulate the testing or operation of unmanned aircraft systems for business purposes.","2018","2018-01-30",,"undefinedhttp://billstatus.ls.state.ms.us/documents/2018/pdf/SB/2500-2599/SB2569IN.pdf|http://billstatus.ls.state.ms.us/2018/pdf/Senate_authors/Parks.xml|http://billstatus.ls.state.ms.us/2018/pdf/House_authors/Michel.xml|http://billstatus.ls.state.ms.us/2018/pdf//history/SB/SB2569.xml|","MSB00036125"
"sc","S 176","AN ACT TO AMEND THE CODE OF LAWS OF SOUTH CAROLINA, 1976, BY ADDING SECTION 24-1-300 SO AS TO PROVIDE THAT IT IS UNLAWFUL TO OPERATE AN UNMANNED AERIAL VEHICLE NEAR A DEPARTMENT OF CORRECTIONS FACILITY BY CERTAIN PERSONS, TO PROVIDE PENALTIES FOR VIOLATING THIS PROVISION, AND TO PROVIDE FOR THE CONFISCATION AND RELEASE OF CERTAIN UNMANNED AERIAL VEHICLES UNDER CERTAIN CIRCUMSTANCES; BY ADDING SECTION 24-5-175 SO AS TO PROVIDE THAT IT IS UNLAWFUL TO OPERATE AN UNMANNED AERIAL VEHICLE NEAR A LOCAL DETENTION FACILITY BY CERTAIN PERSONS, TO PROVIDE PENALTIES FOR VIOLATING THIS PROVISION, AND TO PROVIDE FOR THE CONFISCATION AND RELEASE OF CERTAIN UNMANNED AERIAL VEHICLES UNDER CERTAIN CIRCUMSTANCES; BY ADDING SECTION 24-1-310 SO AS TO PROVIDE THAT THE DEPARTMENT OF CORRECTIONS SHALL PETITION THE FEDERAL AVIATION ADMINISTRATION (FAA) TO DESIGNATE CERTAIN DETENTION AND CORRECTIONAL FACILITIES AS FIXED-SITE FACILITIES AND THE STATE AERONAUTICS COMMISSION SHALL PUBLISH DESIGNATIONS BY THE FAA ON THE COMMISSION'S WEBSITE; AND BY ADDING SECTION 24-1-320 SO AS TO PROVIDE THAT THE DEPARTMENT OF CORRECTIONS AND LOCAL DETENTION FACILITIES SHALL PROVIDE THE STATE AERONAUTICS COMMISSION A LIST OF DESIGNATED SITES OR FACILITIES AND UNMANNED AERIAL VEHICLE BOUNDARIES. - ratified title","2017-2018","2018-05-31","2018-05-17 00:00:00","http://www.scstatehouse.gov/billsearch.php?billnumbers=176&session=122&summary=B","SCB00011875"
"sc","S 109","A BILL TO AMEND ARTICLE 7, CHAPTER 11, TITLE 16 OF THE 1976 CODE, RELATING TO TRESPASSES AND THE UNLAWFUL USE OF THE PROPERTY OF OTHERS, BY ADDING SECTION 16-11-605, TO PROVIDE THAT IT IS UNLAWFUL TO OPERATE AN UNMANNED AERIAL VEHICLE WITHIN A CERTAIN DISTANCE OF A STATE OR FEDERAL MILITARY INSTALLATION AND TO PROVIDE PENALTIES FOR THE VIOLATION.","2017-2018","2018-05-10",,"http://www.scstatehouse.gov/billsearch.php?billnumbers=109&session=122&summary=B","SCB00012133"
"sc","H 3265","A BILL TO AMEND THE CODE OF LAWS OF SOUTH CAROLINA, 1976, BY ADDING SECTION 23-1-250 SO AS TO PROVIDE THAT A LAW ENFORCEMENT AGENCY MAY NOT OPERATE AN UNMANNED AERIAL VEHICLE EQUIPPED WITH FIREARMS INTENDED TO INFLICT DEADLY FORCE UPON INDIVIDUALS OR PROPERTY, TO PROVIDE THAT THIS PROVISION DOES NOT APPLY TO THE OPERATION OF A VEHICLE EQUIPPED WITH FIREARMS INTENDED TO DETONATE AND DISPOSE OF EXPLOSIVES, AND TO PROVIDE A PENALTY.","2017-2018","2017-01-10",,"http://www.scstatehouse.gov/billsearch.php?billnumbers=3265&session=122&summary=B","SCB00011815"
"ri","HB 7756","AN ACT RELATING TO CRIMINAL PROCEDURE (Comprehensively regulates the use of unmanned aerial vehicles and the use of any information that they may generate.)","2018","2018-04-12",,"http://status.rilin.state.ri.us/","RIB00015877"
"ri","SB 172","AN ACT RELATING TO CRIMINAL PROCEDURE - AERIAL PRIVACY PROTECTION ACT (Prohibits law enforcement from using unmanned aerial vehicles without a proper warrant.)","2017","2017-03-07",,"http://status.rilin.state.ri.us/","RIB00012692"
"ri","HB 5521","AN ACT RELATING TO CRIMINAL PROCEDURE (Comprehensively regulates the use of unmanned aerial vehicles and the use of any information that they may generate.)","2017","2017-02-28",,"http://status.rilin.state.ri.us/","RIB00012949"
"az","HB 2272","unmanned aircraft; emergencies; immunity","53rd-2nd-regular","2018-04-03","2018-04-03 00:00:00","https://apps.azleg.gov/BillStatus/BillOverview/70036?SessionId=119","AZB00012636"
"ok","SB 1088","Unmanned aircraft systems; allowing for certain use and restrictions of use by certain entities. Effective date.","2017-2018","2018-03-21",,"http://www.oklegislature.gov/BillInfo.aspx?Bill=SB1088&session=1800","OKB00017021"
"ok","SB 1491","Unmanned aircraft; defining terms; prohibiting operation over certain property; providing exceptions; prescribing penalty. Effective date.","2017-2018","2018-03-21",,"http://www.oklegislature.gov/BillInfo.aspx?Bill=SB1491&session=1800","OKB00018570"
"ok","SB 1100","Unmanned aircraft systems; directing certain use; directing creation of rules, policy and procedures. Effective date.","2017-2018","2018-03-07",,"http://www.oklegislature.gov/BillInfo.aspx?Bill=SB1100&session=1800","OKB00018392"
"ok","HB 3132","Unmanned aircraft; prohibiting operation of unmanned aircraft over private agricultural property; exceptions; effective date.","2017-2018","2018-02-07",,"http://www.oklegislature.gov/BillInfo.aspx?Bill=HB3132&session=1800","OKB00017958"
"ok","HB 1326","Unmanned aircraft; prohibiting operation of unmanned aircraft over private agricultural property; exceptions; effective date.","2017-2018","2017-05-24",,"http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1326&session=1800","OKB00014556"
"ct","SB 975","AN ACT CONCERNING MUNICIPALITIES AND UNMANNED AIRCRAFT.","2017","2017-06-13",,"undefinedftp://ftp.cga.ct.gov/pub/data/bill_info.csv|http://www.cga.ct.gov/asp/cgabillstatus/cgabillstatus.asp?selBillType=Bill&bill_num=SB975&which_year=2017|","CTB00016903"
"ct","HB 6450","AN ACT CONCERNING STALKING WITH AN UNMANNED AERIAL VEHICLE.","2017","2017-01-23",,"undefinedftp://ftp.cga.ct.gov/pub/data/bill_info.csv|http://www.cga.ct.gov/asp/cgabillstatus/cgabillstatus.asp?selBillType=Bill&bill_num=HB6450&which_year=2017|","CTB00015617"
"ct","HB 6195","AN ACT CONCERNING THE USE OF AN UNMANNED AERIAL VEHICLE.","2017","2017-01-20",,"undefinedftp://ftp.cga.ct.gov/pub/data/bill_info.csv|http://www.cga.ct.gov/asp/cgabillstatus/cgabillstatus.asp?selBillType=Bill&bill_num=HB6195&which_year=2017|","CTB00015262"
"pa","HB 1346","An Act amending Titles 18 (Crimes and Offenses) and 53 (Municipalities Generally) of the Pennsylvania Consolidated Statutes, in burglary and other criminal intrusion, defining the offense of unlawful use of unmanned aircraft; and, in preemptions, prohibiting local regulation of unmanned aircraft.","2017-2018","2018-06-11",,"undefinedhttp://www.legis.state.pa.us/cfdocs/billinfo/billinfo.cfm?syear=2017&sind=0&body=H&type=B&BN=1346|http://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2017&sind=0&body=H&type=B&BN=1346|http://www.legis.state.pa.us/cfdocs/billinfo/bill_votes.cfm?syear=2017&sind=0&body=H&type=B&bn=1346|http://www.legis.state.pa.us/CFDOCS/Legis/RC/Public/rc_view_byBill.cfm?sess_yr=2017&sess_ind=0&rc_body=H&bill_body=H&bill_type=B&bill_nbr=1346|http://www.legis.state.pa.us/cfdocs/legis/RCC/PUBLIC/listVotes.cfm?sPick=20170&chamber=H&cteeCde=4&bBody=H&type=B&nbr=1346|http://www.legis.state.pa.us/cfdocs/legis/RCC/PUBLIC/listVotes.cfm?sPick=20170&chamber=H&cteeCde=24&bBody=H&type=B&nbr=1346|http://www.legis.state.pa.us/cfdocs/legis/RCC/PUBLIC/listVotes.cfm?sPick=20170&chamber=S&cteeCde=39&bBody=H&type=B&nbr=1346|http://www.legis.state.pa.us/cfdocs/legis/RCC/PUBLIC/listVoteSummary.cfm?sYear=2017&sInd=0&chamber=S&cteeCde=39&theDate=06/05/2018&RollCallId=891|http://www.legis.state.pa.us/cfdocs/legis/RCC/PUBLIC/listVotes.cfm?sPick=20170&chamber=H&cteeCde=44&bBody=H&type=B&nbr=1346|","PAB00024459"
"pa","HB 614","An Act amending Title 18 (Crimes and Offenses) of the Pennsylvania Consolidated Statutes, in wiretapping and electronic surveillance, providing for unmanned aircraft surveillance.","2017-2018","2017-02-24",,"undefinedhttp://www.legis.state.pa.us/cfdocs/billinfo/billinfo.cfm?syear=2017&sind=0&body=H&type=B&BN=614|http://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2017&sind=0&body=H&type=B&BN=614|http://www.legis.state.pa.us/cfdocs/billinfo/bill_votes.cfm?syear=2017&sind=0&body=H&type=B&bn=614|","PAB00023125"
"tn","HB 779","Traffic Safety - As introduced, prohibits any political subdivision from prohibiting or limiting access to the court system to persons issued a notice of violation or citation based solely upon evidence obtained from any unmanned traffic enforcement camera used to enforce or monitor traffic control light violations. - Amends TCA Title 55, Chapter 8.","110","2017-05-10",,"http://wapp.capitol.tn.gov/apps/BillInfo/default.aspx?BillNumber=HB0779&GA=110","TNB00031677"
"tn","SB 1354","Traffic Safety - As introduced, prohibits any political subdivision from prohibiting or limiting access to the court system to persons issued a notice of violation or citation based solely upon evidence obtained from any unmanned traffic enforcement camera used to enforce or monitor traffic control light violations. - Amends TCA Title 55, Chapter 8.","110","2017-05-10",,"http://wapp.capitol.tn.gov/apps/BillInfo/default.aspx?BillNumber=SB1354&GA=110","TNB00033022"
"wv","HB 3005","Relating to regulation of unmanned aircraft systems","2018","2018-04-16","2018-03-27 00:00:00","http://www.legis.state.wv.us/Bill_Status/Bills_history.cfm?input=3005&year=2018&sessiontype=RS&btype=bill","WVB00015743"
"wv","HB 3005","Relating to regulation of unmanned aircraft systems","2017","2017-03-14",,"http://www.legis.state.wv.us/Bill_Status/Bills_history.cfm?input=3005&year=2017&sessiontype=RS&btype=bill","WVB00015262"
"wv","SB 9","Regulating unmanned aircraft systems","2017","2017-03-02",,"http://www.legis.state.wv.us/Bill_Status/Bills_history.cfm?input=9&year=2017&sessiontype=RS&btype=bill","WVB00013871"
"wv","SB 218","Providing operational requirements for unmanned aircraft systems","2017","2017-02-09",,"http://www.legis.state.wv.us/Bill_Status/Bills_history.cfm?input=218&year=2017&sessiontype=RS&btype=bill","WVB00013964"
"tx","HB 378","Relating to the prosecution of certain criminal offenses relating to the capturing of images by unmanned aircraft and disposition of those images.","851","2017-08-07",,"ftp://ftp.legis.state.tx.us/bills/851/billhistory/house_bills/HB00300_HB00399/HB 378.xml","TXB00059332"
"tx","HB 376","Relating to the prosecution of certain criminal offenses involving disabling, damaging, or destroying an unmanned aircraft.","851","2017-08-03",,"ftp://ftp.legis.state.tx.us/bills/851/billhistory/house_bills/HB00300_HB00399/HB 376.xml","TXB00059323"
"tx","HB 1424","Relating to the operation of an unmanned aircraft over certain facilities or sports venues; creating a criminal offense.","85","2017-06-15","2017-06-15 00:00:00","ftp://ftp.legis.state.tx.us/bills/85R/billhistory/house_bills/HB01400_HB01499/HB 1424.xml","TXB00050425"
"tx","HB 1643","Relating to the regulation of the operation of an unmanned aircraft and the prosecution of a related criminal offense.","85","2017-06-15","2017-06-15 00:00:00","ftp://ftp.legis.state.tx.us/bills/85R/billhistory/house_bills/HB01600_HB01699/HB 1643.xml","TXB00050767"
"tx","SB 840","Relating to certain images captured by an unmanned aircraft.","85","2017-06-09","2017-06-09 00:00:00","ftp://ftp.legis.state.tx.us/bills/85R/billhistory/senate_bills/SB00800_SB00899/SB 840.xml","TXB00051865"
"tx","SB 838","Relating to certain images captured by an unmanned aircraft.","85","2017-05-19",,"ftp://ftp.legis.state.tx.us/bills/85R/billhistory/senate_bills/SB00800_SB00899/SB 838.xml","TXB00052233"
"tx","HB 3238","Relating to the regulation of unmanned aircrafts by political subdivisions.","85","2017-05-09",,"ftp://ftp.legis.state.tx.us/bills/85R/billhistory/house_bills/HB03200_HB03299/HB 3238.xml","TXB00054668"
"tx","HB 106","Relating to certain images captured by an unmanned aircraft.","85","2017-05-01",,"ftp://ftp.legis.state.tx.us/bills/85R/billhistory/house_bills/HB00100_HB00199/HB 106.xml","TXB00048974"
"tx","HB 638","Relating to the prosecution of the offense of operation of unmanned aircraft over correctional facility or critical infrastructure facility.","85","2017-04-24",,"ftp://ftp.legis.state.tx.us/bills/85R/billhistory/house_bills/HB00600_HB00699/HB 638.xml","TXB00048953"
"tx","SB 395","Relating to the prosecution of the offense of operation of unmanned aircraft over correctional facility or critical infrastructure facility.","85","2017-04-13",,"ftp://ftp.legis.state.tx.us/bills/85R/billhistory/senate_bills/SB00300_SB00399/SB 395.xml","TXB00048064"
"tx","SB 1319","Relating to the prosecution of the offense of operation of an unmanned aircraft over certain facilities.","85","2017-03-14",,"ftp://ftp.legis.state.tx.us/bills/85R/billhistory/senate_bills/SB01300_SB01399/SB 1319.xml","TXB00053586"
"tx","SB 901","Relating to the prosecution of the offense of operation of unmanned aircraft over correctional facility or critical infrastructure facility.","85","2017-02-28",,"ftp://ftp.legis.state.tx.us/bills/85R/billhistory/senate_bills/SB00900_SB00999/SB 901.xml","TXB00051276"
"tx","SB 839","Relating to certain images captured by an unmanned aircraft.","85","2017-02-27",,"ftp://ftp.legis.state.tx.us/bills/85R/billhistory/senate_bills/SB00800_SB00899/SB 839.xml","TXB00050809"
